Source,Harga Lama,Harga Baru,Judul,No. ISBN,Penerbit,Tanggal terbit,Jumlah Halaman,Berat,Jenis Cover,Dimensi(L x P),Kategori,Bonus,Text Bahasa
https://www.bukukita.com/Agama/Islam/135065-40-Kisah-Akhir-Hidup-Kezaliman-Makhluk-Makhluk-Allah.html,Rp 82.000,,40 Kisah Akhir Hidup Kezaliman Makhluk-Makhluk Allah,9786027720336,Lentera Hati ,Mei - 2015,-,450 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/157622-Seri-Makhluk-Ghaib-:-Jin-dalam-Al-Quran.html,Rp 37.000,,Seri Makhluk Ghaib : Jin dalam Al-Quran,9786027720688,Lentera Hati ,Juli - 2018,-,210 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/77421-Bijak-Dalam-5-Menit-:-Kumpulan-Pepatah-Bijak-yang-Bisa-Mengubah-Hidup-Anda.html,Rp 45.000,,Bijak Dalam 5 Menit : Kumpulan Pepatah Bijak yang Bisa Mengubah Hidup Anda,978,Lentera Hati ,Februari - 2010,-,300 gr,Soft Cover,-,Non-Fiksi Umum,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/113554-Jangan-Jadi-Munafik!-Siapa-Saja-Bisa-Jadi-Munafik.html,Rp 64.900,,Jangan Jadi Munafik! Siapa Saja Bisa Jadi Munafik ,9789791096713,Pustaka Hidayah ,Mei - 2013,-,600 gr,Hard Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/155387-Kau-Rusukku-yang-Hilang:-Mendayung-Bahtera-Cinta-Bersamamu.html,Rp 54.500,,Kau Rusukku yang Hilang: Mendayung Bahtera Cinta Bersamamu,9786026673503,Anak Hebat Indonesia ,Februari - 2018,236,250 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/114069-Bisikan-Hati-The-Voice-of-Heart.html,Rp 55.000,,Bisikan Hati - The Voice of Heart,9789793862606,Al Mawardi ,2013,-,500 gr,Hard Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/133284-Persiapan-Berhaji-untuk-Perempuan.html,Rp 36.000,,Persiapan Berhaji untuk Perempuan,9786027572324,Stiletto Book ,Maret - 2015,-,200 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/155941-3-Langkah-Sukses-Dipanggil-Wawancara-Kerja.html,Rp 78.000,,3 Langkah Sukses Dipanggil Wawancara Kerja,9786027496941,Buku Aquarius ,April - 2018,177,240 gr,Soft Cover,-,Motivasi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/114133-ADAM-31-METER-:-Mencari-Tanda-Tangan-Tuhan-dan-Ayat-Ayat-Emas-Evolusi-dalam-Al-Qur.html,Rp 52.000,,ADAM 31 METER : Mencari Tanda Tangan Tuhan dan Ayat-Ayat Emas Evolusi dalam Al-Qur,9786028995269,Pustaka Pesantren ,Mei - 2012,264,400 gr,soft cover,-,Islam,-,Indonesia ··
"https://www.bukukita.com/Masakan-dan-Makanan/Kue/116386-Aneka-Pastel-Paling-Favorit,-Populer,-Istimewa.html",Rp 27.500,,"Aneka Pastel Paling Favorit, Populer, Istimewa (full color)",9786027991392,Dunia Kreasi ,Juli - 2013,-,150 gr,Soft Cover,-,Kue,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/157037-Bukan-Istri-Bayaran.html,Rp 68.800,,Bukan Istri Bayaran (2018),9786025849022,Buku Pintar Indonesia ,Mei - 2018,-,250 gr,Soft Cover,-,Romance,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/154474-Give-More-HELP-PROSPECTS-TO-BUY-Rahasia-Menangani-Keberatan-Dengan-Efektif.html,Rp 170.000,,Give More HELP PROSPECTS TO BUY - Rahasia Menangani Keberatan Dengan Efektif,9786020956190,MIC ,Januari - 2018,-,800 gr,Hard Cover,-,Motivasi,-,Indonesia ··
https://www.bukukita.com/Orang-Tua-dan-Keluarga/Orang-Tua-dan-Anak/154007-GOLDEN-AGE-parenting:-Memaksimalkan-Potensi-Anak-di-Usia-Emas.html,Rp 39.500,,GOLDEN AGE parenting: Memaksimalkan Potensi Anak di Usia Emas,9786026673107,Anak Hebat Indonesia ,November - 2017,212,250 gr,Soft Cover,-,Orang Tua dan Anak,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/155737-Kearifan-Islam.html,Rp 49.000,,Kearifan Islam,9789799980397,Alvabet ,Maret - 2018,258,300 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/129356-FABEL-AL-QURAN-:-16-Kisah-Binatang-Istimewa-Yang-Diabadikan-Al-Quran.html,Rp 118.000,,FABEL AL-QUR'AN : 16 Kisah Binatang Istimewa Yang Diabadikan Al-Quran,9786027720251,Lentera Hati ,Oktober - 2014,482,500 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/163648-Tafsir-Tarbawi:-Nilai-nilai-Pendidikan-dalam-Al-Quran.html,Rp 88.000,,Tafsir Tarbawi: Nilai-nilai Pendidikan dalam Al-Quran,9786027720954,Lentera Hati ,Oktober - 2019,289,300 gr,Soft Cover,-,Islam,-,Indonesia ··
"https://www.bukukita.com/Agama/Islam/168017-Tarikhul-Anbiya-:-Kisah,-Hikmah,-Dan-Teladan-Para-Nabi,-Rasul.html",Rp 189.000,,"Tarikhul Anbiya : Kisah, Hikmah, Dan Teladan Para Nabi, Rasul",9786232201125,Alvabet ,Juli - 2021,688,900 gr,Hard Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Islam/165437-Ana-Uhibbuka-Oppa!.html,Rp 52.500,,Ana Uhibbuka Oppa!,9786232441248,Histeria ,Maret - 2020,-,260 gr,soft cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Sejarah-Fiksi/168615-Ya-juj-&-Ma-juj-:-Riwayat-Sang-Penghancur-Peradaban-Bangsa-Bangsa-di-Dunia-Sepanjang-Zaman.html,Rp 110.000,,Ya juj & Ma juj : Riwayat Sang Penghancur Peradaban Bangsa-Bangsa di Dunia Sepanjang Zaman,9786232201286,Alvabet ,Maret - 2022,464,500 gr,Soft Cover,-,Sejarah Fiksi,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Sosial-Politik/142463-Dinamika-Konsolidasi-Demokrasi.html,Rp 90.000,,Dinamika Konsolidasi Demokrasi  (Disc 50%),9789794619650,Yayasan Obor Indonesia ,2015,316,310 gr,Soft Cover,-,Sosial-Politik,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/127453-Activity-Book-Buku-Petualangan-Paddle-Pop-Dinoterra.html,Rp 44.000,,Activity Book - Buku Petualangan Paddle Pop Dinoterra,9786027002906,Batavia Imaji ,Agustus - 2014,-,100 gr,Soft Cover,-,Pendidikan Anak,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/112613-Menjawab-Dakwah-Kaum-Salafi.html,Rp 59.000,,Menjawab Dakwah Kaum Salafi (2013),9786021757604,Khatulistiwa Press ,April - 2013,-,300 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Kebudayaan/167695-Kebijakan-Pengelolaan-Wisata-Ekoreligi-Berkelanjutan-Berbasis-Mayarakat-Adat-Bali.html,Rp 135.000,,Kebijakan Pengelolaan Wisata Ekoreligi Berkelanjutan Berbasis Mayarakat Adat Bali,-,Tim Penulis Ni Nyoman ,April - 2021,261,350 gr,Soft Cover,140x210mm,Kebudayaan,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/168471-Mekkah-dan-Madinah.html,Rp 189.000,,Mekkah dan Madinah ( Hard Cover ,9786232201194,Alvabet ,Januari - 2022,-,850 gr,HARD COVER,-,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Edukasi/Lain-lain/113610-Mendidik-Anak-Cinta-Al-quran.html,Rp 39.000,,,,,Mei - 2013,-,300 gr,Soft Cover,-,Lain-lain,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Sosial-Budaya/92797-Kontrakan-18.html,Rp 20.000,,Kontrakan 18,9789792553499,Lkis ,Mei - 2011,74,150 gr,Soft Cover,-,Sosial-Budaya,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/166877-Mengejar-kasih-sayang-Allah.html,Rp 35.000,,Mengejar kasih sayang Allah,9789791095099,Bukukita.com ,Oktober - 2020,-,250 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/163272-Mukena-untuk-Alin.html,Rp 39.000,,Mukena untuk Alin (Seri Pendidikan Akhlak untuk Anak),9786025701047,Indiva Media Kreasi ,Agustus - 2019,-,200 gr,Soft Cover,-,Pendidikan Anak,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/167115-Nyalakan-Lilinmu.html,Rp 85.000,,Nyalakan Lilinmu,9786237162681,Gemilang ,November - 2020,-,350 gr,Soft Cover,-,Psikologi,-,Indonesia ··
https://www.bukukita.com/Bahasa-dan-Kamus/Belajar-Bahasa/159634-Panduan-Menghadapi-Ujian-Internasional-Kemampuan-Bahasa-Jepang-N4.html,Rp 55.500,,Panduan Menghadapi Ujian Internasional Kemampuan Bahasa Jepang N4,9786025907210,Pusat Kajian Bahasa ,Oktober - 2018,-,300 gr,Soft Cover,-,Belajar Bahasa,-,
"https://www.bukukita.com/Masakan-dan-Makanan/Resep-Masakan/124765-Serba-Pangsit-Paling-Favorit,-Populer,-Istimewa.html",Rp 29.000,,"Serba Pangsit Paling Favorit, Populer, Istimewa",9786027991767,Dunia Kreasi ,Mei - 2014,-,150 gr,Soft Cover,-,Resep Masakan,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/142472-Stalin:-Kisah-kisah-yang-Tak-Terungkap.html,Rp 199.000,,Stalin: Kisah-kisah yang Tak Terungkap,9789793064956,Alvabet ,2015,920,1250 gr,Hard Cover,-,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Indonesia/82800-Kelah-Sang-Demang-Jahja-Datoek.html,Rp 111.000,,Kelah Sang Demang Jahja Datoek,9789791283588,Lkis ,2008,512,350 gr,Soft Cover,-,Sejarah Indonesia,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Membaca-&-Menulis/161845-Permulaan-Belajar-Baca-Tulis-&-Hitung-untuk-TK-4-6-Tahun.html,Rp 76.000,,Permulaan Belajar Baca-Tulis & Hitung untuk TK 4-6 Tahun,9786025250972,Pustaka Ilham ,Maret - 2019,176,350 gr,Soft Cover,-,Membaca & Menulis,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Undang-undang/131840-Kitab-Undang-Undang-Ekonomi-Syariah.html,Rp 63.500,,Kitab Undang-Undang Ekonomi Syariah,9786028733519,Fokus Media ,Januari - 2015,-,450 gr,Soft Cover,-,Undang-undang,-,Indonesia ··
https://www.bukukita.com/Ekonomi-dan-Manajemen/Ekonomi-Syariah/155866-Fikih-Muamalah-Maliyyah:-Akad-Jual-Beli.html,Rp 93.000,,Fikih Muamalah Maliyyah: Akad Jual-Beli,9786027973510,Simbiosa Rekatama Media ,Maret - 2018,-,400 gr,Soft Cover,-,Ekonomi Syariah,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/163859-Literasi-Menggerakkan-Negeri.html,Rp 99.000,,Literasi Menggerakkan Negeri,9786028740678,Literati-books ,November - 2019,302,350 gr,Soft Cover,13x20mm,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/135746-Buku-Aktivitas-PG-PAUD-semester-2.html,Rp 19.000,,Buku Aktivitas PG/PAUD semester 2,9786029237146,Happy Holy Kids ,Juni - 2015,-,150 gr,Soft Cover,-,Pendidikan Anak,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/155367-Misteri-Kehidupan-Alam-Barzakh.html,Rp 54.500,,Misteri Kehidupan Alam Barzakh,9786025469657,Anak Hebat Indonesia ,Februari - 2018,252,250 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/109863-Benarkah-Engkau-Mencintainya-:-Filosofi-Patah-Hati-dan-Pacaran-yang-Sejati.html,Rp 39.000,,Benarkah Engkau Mencintainya : Filosofi Patah Hati dan Pacaran yang Sejati ,9786028995382,Pustaka Pesantren ,Januari - 2013,190,200 gr,Soft Cover (HVS),-,Motivasi,-,Indonesia ··
https://www.bukukita.com/Hobi-dan-Usaha/Adult-Coloring/148104-Coloring-For-Hidden-Words.html,Rp 65.000,,Coloring For Hidden Words,9786023080618,Kurniaesa ,Desember - 2016,-,350 gr,Soft Cover,-,Adult Coloring,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/151954-Give-More-Help-Prospects-To-Buy-Kisah-dan-Ide-Penjualan-yang-Mengubah-Kehidupan.html,Rp 175.000,,Give More Help Prospects To Buy - Kisah dan Ide Penjualan yang Mengubah Kehidupan,9786020956503,MIC ,Agustus - 2017,-,850 gr,Hard Cover,-,Motivasi,Free Audio Book,Indonesia ··
https://www.bukukita.com/Agama/Islam/113603-Kepribadian-Rasulullah.html,Rp 85.000,,Kepribadian Rasulullah,9786029919998,Khatulistiwa Press ,2013,-,350 gr,Hard Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/113580-Mengarungi-Samudera-Ibadah.html,Rp 54.000,,Mengarungi Samudera Ibadah (2013),9789791096881,Pustaka Hidayah ,2013,-,300 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Taman-Kanak-Kanak/135754-DOT-TO-DOT-TK-A-semester-2.html,Rp 19.000,,DOT TO DOT TK A semester 2,9786029237252,Happy Holy Kids ,Juni - 2015,-,200 gr,Soft Cover,-,Taman Kanak-Kanak,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/125906-Pahamilah-Firman-Firman-Ku.html,Rp 49.500,,Pahamilah Firman-Firman-Ku,9786029574180,Pustaka Al-Fadhilah ,Juni - 2014,-,260 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Penunjang-Pelajaran/146049-Soal-Soal-Ulangan-Kelas-6-SD.html,Rp 45.000,,Soal-Soal Ulangan Kelas 6 SD,9786023080182,Kurniaesa ,September - 2016,-,350 gr,Soft Cover,-,Penunjang Pelajaran,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Suspense/58000-Queen-of-Violin-:-Kala-Sang-Ratu-Berbisik.html,Rp 37.000,,Queen of Violin : Kala Sang Ratu Berbisik (2006),9789791602105,Jakarta Exclusive ,2006,267,250 gr,Soft Cover,-,Suspense,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/122355-Inspirational-Moments.html,Rp 35.000,,Inspirational Moments,9786021526156,Diandra Primamitra ,Januari - 2014,-,200 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Penunjang-Pelajaran/147540-Cerdas-Tangkas-Libas-UN-SMK-2017.html,Rp 65.000,,Cerdas Tangkas Libas UN SMK 2017,9786023080564,Rexa Pustaka ,November - 2016,-,250 gr,Soft Cover,-,Penunjang Pelajaran,-,Indonesia ··
"https://www.bukukita.com/Busana-dan-Kecantikan/Aksesoris/132644-Cepol&Sanggul-Cantik,-Praktis&Elegan-Untuk-Segala-Acara.html",Rp 65.000,,"Cepol&Sanggul Cantik, Praktis&Elegan Untuk Segala Acara",9786021010273,Prima ,Februari - 2015,-,250 gr,Soft Cover,-,Aksesoris,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/113925-Meraih-Kebahagiaan-Hidup-dengan-Zikir-dan-Doa.html,Rp 30.000,,Meraih Kebahagiaan Hidup dengan Zikir dan Doa,9786029247190,Al Mawardi ,Mei - 2013,-,200 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/163271-Billa-Bung-Sulung-Liburan-Penuh-Tantangan.html,Rp 30.000,,Billa Bung Sulung - Liburan Penuh Tantangan (Seri Pendidikan Akhlak untuk Anak),9786026334107,Indiva Media Kreasi ,Agustus - 2019,-,200 gr,Soft Cover,-,Pendidikan Anak,-,Indonesia ··
https://www.bukukita.com/Bahasa-dan-Kamus/Belajar-Bahasa/108041-99-Topical-Conversation.html,Rp 53.900,,99 Topical Conversation,9794045780,Angkasa ,November - 2012,196,100 gr,Soft Cover (HVS),-,Belajar Bahasa,-,
https://www.bukukita.com/Buku-Novel/Remaja/114546-Gravitasi-cover-berwarna-merah.html,Rp 60.000,,Gravitasi - cover berwarna merah,9786021835715,Studio Geometry ,Juni - 2013,206,200 gr,Soft Cover (BookPaper),-,Remaja,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/87974-Khotbah-Jumat-:-Pemberdayaan-Masyarakat-Sipil.html,Rp 46.000,,Khotbah Jumat : Pemberdayaan Masyarakat Sipil,9798452461,Lkis ,September - 2008,226,200 gr,-,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/138043-Sesaat-di-keabadian.html,Rp 64.000,,Sesaat di keabadian (Edisi TTD),9789797808358,Enter!Media ,Oktober - 2015,136,95 gr,Soft Cover,-,Romance,TTD Penulis+Diskon 20%,Indonesia ··
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/154770-Panduan-Memilih-20-Mainan-Terbaik-Sepanjang-Masa.html,Rp 75.000,,Panduan Memilih 20 Mainan Terbaik Sepanjang Masa (Hard Cover),9789791971676,Luxima ,2018,-,400 gr,Hard Cover,-,Pendidikan Anak,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/81961-Jaman-Penjor-:-80-Kisah-Inspiratif-&-Mencerahkan.html,Rp 48.000,,Jaman Penjor : 80 Kisah Inspiratif & Mencerahkan,9786028597371,Leutika ,Juli - 2010,-,300 gr,-,-,Inspirasional,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/128578-Utusan-Rasulullah.html,Rp 35.600,,Utusan Rasulullah,-,Angkasa ,September - 2014,-,160 gr,Soft Cover,-,Islam,-,Indonesia ··
